date,revenue,quantity,category
2020-10-26,13925.4,4,Mountain Bike
2021-10-06,2238.1,5,Road Bike
2020-03-27,2607.09,1,Mountain Bike
2023-08-11,6335.68,2,Hybrid Bike
2024-09-15,14761.88,4,BMX
2020-05-11,4484.76,4,Road Bike
2020-04-13,1950.48,4,Mountain Bike
2020-07-09,18808.1,5,Hybrid Bike
2023-01-23,14605.8,5,Electric Bike
2023-05-01,16804.35,5,Road Bike
2023-05-31,13362.56,4,Hybrid Bike
2020-01-01,3617.52,1,Road Bike
2023-02-07,888.34,1,Cruiser
2021-09-20,4004.67,3,Folding Bike
2024-07-02,15612.5,5,Mountain Bike
2022-06-08,6745.24,4,Road Bike
2023-01-23,2531.0,1,Hybrid Bike
2021-08-04,3382.52,1,Cruiser
2021-09-21,5342.54,2,Road Bike
2020-06-12,16686.5,5,BMX
2023-05-18,7082.28,4,Electric Bike
2023-08-18,14934.8,5,Electric Bike
2024-06-29,5668.2,2,Cruiser
2024-08-02,7246.9,2,Folding Bike
2021-10-06,8043.8,4,Cruiser
2020-02-08,1826.79,3,Folding Bike
2021-07-27,727.49,1,Road Bike
2024-08-14,1276.32,2,Folding Bike
2020-02-05,6228.32,4,BMX
2022-09-06,8325.42,3,Road Bike
2024-07-06,4468.8,2,Electric Bike
2021-12-10,3607.98,2,Electric Bike
2022-11-19,7699.64,4,Cruiser
2023-02-04,3306.3999999999996,5,Folding Bike
2020-05-08,4504.65,1,Hybrid Bike
2020-02-21,4644.99,3,Electric Bike
2023-11-13,455.96,2,Mountain Bike
2024-02-06,3580.44,1,BMX
2020-09-13,5018.3099999999995,3,Hybrid Bike
2021-03-26,3982.89,1,Road Bike
2021-10-14,8995.14,2,Hybrid Bike
2023-08-30,7068.84,4,Hybrid Bike
2022-10-26,8978.36,4,BMX
2020-11-27,971.16,4,Folding Bike
2022-04-29,19304.84,4,BMX
2022-07-05,18096.45,5,Cruiser
2022-07-16,4710.42,1,Cruiser
2020-10-31,10739.34,3,Mountain Bike
2020-10-11,7408.17,3,Folding Bike
2022-06-29,6257.72,2,BMX
2021-11-06,13832.73,3,Cruiser
2020-04-10,4266.03,3,Folding Bike
2022-10-04,16465.52,4,Mountain Bike
2021-10-28,10762.36,4,Road Bike
2023-04-20,12925.76,4,Electric Bike
2023-06-01,3284.69,1,BMX
2021-08-11,6541.98,2,BMX
2021-06-25,6347.48,4,Hybrid Bike
2022-06-16,3915.44,2,Hybrid Bike
2021-10-25,5658.46,2,BMX
2021-05-26,9036.12,4,Folding Bike
2023-10-05,326.14,1,Electric Bike
2023-01-03,5385.32,4,Road Bike
2022-03-14,16272.449999999999,5,Cruiser
2023-06-19,9522.32,4,Hybrid Bike
2024-06-13,4549.34,2,Electric Bike
2021-09-21,4514.64,2,Hybrid Bike
2020-05-19,2349.93,3,Road Bike
2020-01-08,4373.1,5,Mountain Bike
2023-05-01,5318.56,2,BMX
2021-11-21,533.51,1,Hybrid Bike
2020-12-24,19468.64,4,Hybrid Bike
2022-04-29,1321.74,1,BMX
2024-07-25,8005.24,2,Road Bike
2023-04-12,7938.150000000001,3,Road Bike
2023-02-07,3627.57,3,Hybrid Bike
2022-02-04,2708.16,2,Cruiser
2023-10-30,3304.88,2,Folding Bike
2023-10-24,1241.87,1,Hybrid Bike
2024-06-30,5758.75,5,Cruiser
2020-07-12,11204.48,4,Folding Bike
2021-11-18,2352.45,1,Electric Bike
2022-09-10,14609.16,4,Road Bike
2024-04-28,3819.58,2,Cruiser
2020-03-03,2798.74,2,Cruiser
2023-03-09,2115.28,1,BMX
2023-11-28,3577.98,1,Electric Bike
2023-01-28,2755.92,3,BMX
2021-06-25,13835.48,4,Hybrid Bike
2021-11-06,10498.84,4,Electric Bike
2020-08-09,4269.4,5,BMX
2020-10-10,8330.369999999999,3,Electric Bike
2023-09-13,4843.8,1,Cruiser
2021-07-10,18376.48,4,Folding Bike
2023-03-03,6644.76,4,Electric Bike
2020-09-17,20206.7,5,Mountain Bike
2021-05-27,747.63,1,Mountain Bike
2022-08-20,3392.71,1,Folding Bike
2021-03-22,5926.78,2,Electric Bike
2021-08-18,21454.1,5,Road Bike
2023-07-16,579.97,1,Cruiser
2023-07-17,8043.52,2,Mountain Bike
2021-03-02,7964.9,2,Electric Bike
2024-02-29,4923.25,5,Folding Bike
2023-10-09,2056.52,4,Electric Bike
2023-04-27,16048.96,4,Electric Bike
2023-07-31,2032.53,3,Hybrid Bike
2021-01-15,4257.78,3,Cruiser
2020-12-03,2278.94,2,Hybrid Bike
2023-04-02,4691.31,1,BMX
2022-07-21,4151.25,3,BMX
2021-12-25,5900.96,2,Hybrid Bike
2023-12-13,2213.13,1,Hybrid Bike
2022-08-08,11965.16,4,Hybrid Bike
2020-08-29,19424.28,4,Electric Bike
2020-04-18,14850.420000000002,3,Electric Bike
2020-10-18,4107.08,2,Cruiser
2024-01-05,10638.99,3,Cruiser
2023-12-03,759.62,1,BMX
2022-09-02,5610.45,5,BMX
2022-05-23,958.44,4,Road Bike
2022-11-12,1100.52,1,Folding Bike
2021-03-20,8589.64,4,BMX
2023-11-04,1892.85,5,Electric Bike
2023-01-01,16403.6,5,Folding Bike
2021-04-21,14178.0,4,Mountain Bike
2024-07-26,1409.85,3,Cruiser
2020-07-27,2359.44,2,Electric Bike
2023-01-05,13662.4,4,BMX
2020-09-12,3877.24,2,Road Bike
2023-06-12,1135.62,2,Mountain Bike
2023-04-17,2173.94,2,Electric Bike
2021-11-06,13260.25,5,Folding Bike
2020-11-03,4439.55,1,Electric Bike
2023-12-03,6285.18,3,Hybrid Bike
2022-10-20,20768.600000000002,5,Electric Bike
2020-09-29,8450.88,2,Hybrid Bike
2020-10-30,8139.0,4,Folding Bike
2022-08-31,10506.6,5,Mountain Bike
2020-08-15,5913.55,5,Mountain Bike
2022-01-28,2371.66,1,Folding Bike
2023-06-23,8939.72,2,Cruiser
2022-02-15,3249.75,3,BMX
2024-04-04,7297.1,2,Road Bike
2024-04-22,5814.400000000001,5,Cruiser
2024-03-17,7200.24,3,BMX
2022-01-24,1105.1399999999999,3,Electric Bike
2023-05-15,2145.21,3,BMX
2021-02-12,3909.75,5,Road Bike
2020-01-16,10362.28,4,Electric Bike
2022-12-25,1134.24,4,Road Bike
2022-09-29,8204.15,5,Hybrid Bike
2021-07-13,821.04,2,Cruiser
2021-04-25,18312.25,5,Road Bike
2024-05-04,19023.3,5,Mountain Bike
2021-11-19,19373.65,5,Mountain Bike
2022-09-09,6017.6,2,Road Bike
2021-10-27,5471.65,5,BMX
2022-05-04,4865.96,1,Cruiser
2020-06-12,3220.82,2,BMX
2024-01-08,16785.68,4,BMX
2020-06-27,2617.9,5,Folding Bike
2021-06-13,1510.24,2,Road Bike
2020-03-02,5629.700000000001,5,BMX
2022-07-11,1625.12,1,Electric Bike
2023-09-05,2295.95,1,Mountain Bike
2024-05-05,4792.01,1,Cruiser
2022-08-08,19766.199999999997,5,Cruiser
2021-11-25,5024.18,2,Folding Bike
2022-07-05,958.98,3,Road Bike
2023-02-18,4896.46,2,Hybrid Bike
2020-05-19,2811.37,1,BMX
2021-07-02,6081.32,2,Cruiser
2021-07-02,4905.84,2,BMX
2020-04-30,4631.3,5,BMX
2022-02-11,2592.44,4,Hybrid Bike
2023-01-10,14417.96,4,Folding Bike
2024-06-07,735.44,1,Folding Bike
2021-06-09,515.4,1,Hybrid Bike
2020-08-09,6586.46,2,Cruiser
2022-02-06,19238.85,5,Road Bike
2024-05-13,3178.08,2,BMX
2022-09-18,17751.44,4,Mountain Bike
2021-11-22,669.72,2,BMX
2024-09-06,901.0,2,Cruiser
2022-05-16,15271.16,4,Hybrid Bike
2021-06-25,2054.16,4,BMX
2023-01-08,9939.44,4,Electric Bike
2022-12-31,10312.68,4,BMX
2024-04-09,3512.01,1,Electric Bike
2022-07-13,7584.7,2,Folding Bike
2022-05-07,14287.14,3,Electric Bike
2024-05-10,478.7,1,Folding Bike
2023-05-19,8728.8,5,Folding Bike
2021-07-15,19331.1,5,BMX
2020-09-20,23309.4,5,Electric Bike
2024-04-12,8594.5,5,Mountain Bike
2020-04-21,3554.81,1,BMX
2021-09-22,11324.8,5,BMX
2023-03-26,1349.84,4,Mountain Bike
2022-09-09,19444.24,4,Mountain Bike
2023-01-29,2958.72,1,Electric Bike
2023-01-26,24835.25,5,Folding Bike
2023-02-01,3283.14,1,Cruiser
2021-08-27,5483.58,3,Hybrid Bike
2020-09-30,14819.670000000002,3,Mountain Bike
2021-09-20,13158.72,3,BMX
2021-03-26,14086.199999999999,5,Hybrid Bike
2020-10-02,9469.0,2,Electric Bike
2021-04-26,1944.74,1,Road Bike
2021-10-01,6998.58,3,Electric Bike
2023-10-04,22974.5,5,BMX
2021-07-04,15427.6,5,Electric Bike
2022-12-29,3096.14,2,BMX
2020-06-11,10761.66,3,Cruiser
2023-09-02,13465.5,5,Road Bike
2021-09-03,14381.84,4,Folding Bike
2021-06-22,1947.49,1,Road Bike
2024-04-29,14942.5,5,Hybrid Bike
2024-09-02,4412.1,2,BMX
2022-03-27,11449.2,4,Hybrid Bike
2022-02-19,10806.210000000001,3,Cruiser
2022-09-21,8179.4400000000005,3,Hybrid Bike
2023-03-26,15624.36,4,BMX
2021-11-17,20301.95,5,Road Bike
2021-02-01,9937.2,3,Electric Bike
2021-06-06,6934.08,2,Hybrid Bike
2022-03-16,1491.62,2,Cruiser
2021-01-29,5110.02,2,BMX
2020-03-09,4836.45,1,Road Bike
2022-11-21,10605.39,3,Electric Bike
2021-02-11,3561.94,2,Electric Bike
2024-05-28,8995.08,2,Road Bike
2024-06-06,847.53,1,Electric Bike
2022-06-05,6591.84,2,BMX
2024-02-05,1443.72,1,Folding Bike
2022-09-09,2046.52,4,BMX
2023-11-28,15248.68,4,Electric Bike
2020-05-15,21868.899999999998,5,Electric Bike
2021-03-31,16160.050000000001,5,Cruiser
2022-08-20,4369.49,1,Hybrid Bike
2024-06-16,7886.969999999999,3,Electric Bike
2020-04-06,5603.06,2,Cruiser
2024-05-21,4500.6,1,Cruiser
2024-04-26,3019.0,2,Hybrid Bike
2020-07-25,2385.14,2,Electric Bike
2024-07-01,4783.61,1,Electric Bike
2021-07-21,7064.96,4,Road Bike
2021-08-20,23614.050000000003,5,BMX
2022-08-14,9592.4,4,Mountain Bike
2024-03-20,11114.6,4,Road Bike
2021-02-02,12299.24,4,Cruiser
2022-10-08,7262.05,5,Road Bike
2020-02-02,4569.96,2,Mountain Bike
2020-01-30,19242.12,4,Hybrid Bike
2020-01-09,8025.92,4,BMX
2020-07-30,11354.65,5,Hybrid Bike
2021-01-08,15750.12,4,Road Bike
2021-05-11,7666.4,4,Road Bike
2023-01-12,8965.89,3,Road Bike
2020-11-06,2091.53,1,Electric Bike
2021-03-09,1736.28,2,Hybrid Bike
2020-08-08,1464.95,5,Folding Bike
2021-08-30,5075.7,2,Electric Bike
2023-12-25,2780.54,1,Electric Bike
2022-09-06,14067.92,4,Cruiser
2021-10-19,6529.5599999999995,3,Cruiser
2024-02-02,6662.36,4,Mountain Bike
2023-10-10,14730.36,3,BMX
2022-03-01,7107.7,5,Cruiser
2022-10-28,4207.44,1,Road Bike
2024-03-26,2144.48,1,Electric Bike
2023-06-08,10599.36,4,Electric Bike
2021-08-05,9947.28,3,Road Bike
2020-01-05,4052.75,5,Hybrid Bike
2022-12-25,710.8499999999999,3,Cruiser
2023-05-12,1185.57,1,Road Bike
2023-08-29,2075.18,2,BMX
2022-02-23,10010.08,4,Cruiser
2023-12-16,7562.46,2,Road Bike
2022-04-24,2947.1499999999996,5,BMX
2023-11-04,9820.32,3,Hybrid Bike
2020-10-28,7805.05,5,Mountain Bike
2021-11-23,5209.5,2,Cruiser
2023-07-16,15316.64,4,Road Bike
2020-07-08,5006.1,5,Road Bike
2024-05-10,4626.4,1,Cruiser
2021-07-10,1862.96,4,Road Bike
2024-05-24,24778.75,5,Folding Bike
2021-05-22,879.36,2,Electric Bike
2021-11-03,4720.42,2,BMX
2021-05-29,7070.56,4,Folding Bike
2021-04-19,1918.08,3,Folding Bike
2020-12-12,24433.4,5,Hybrid Bike
2023-04-15,8228.58,3,Cruiser
2022-12-26,7114.78,2,Hybrid Bike
2023-11-13,1176.7,2,Hybrid Bike
2021-07-27,19767.25,5,Road Bike
2022-12-02,9174.32,2,Folding Bike
2023-12-21,2537.45,1,Mountain Bike
2023-10-14,19305.4,4,Road Bike
2023-12-26,1125.72,4,Road Bike
2022-09-29,6795.6900000000005,3,Folding Bike
2024-05-09,1856.7,1,Road Bike
2022-09-16,11978.55,3,Mountain Bike
2020-07-21,8278.06,2,Mountain Bike
2021-01-01,4118.67,3,Hybrid Bike
2022-05-25,6418.72,2,Folding Bike
2023-04-01,2204.85,1,Electric Bike
2022-01-14,6731.76,3,Road Bike
2021-01-14,5483.88,2,BMX
2023-05-19,8824.64,4,Cruiser
2023-08-08,3041.86,1,Electric Bike
2021-08-18,3772.75,1,Electric Bike
2023-06-29,4075.82,1,BMX
2021-05-13,14556.03,3,Road Bike
2023-04-28,6466.5,2,Mountain Bike
2022-08-10,1684.07,1,Folding Bike
2022-08-18,8441.91,3,BMX
2020-12-14,6718.8,2,BMX
2024-04-12,341.31,1,Folding Bike
2023-01-27,10113.4,5,Road Bike
2022-09-26,6369.75,3,Road Bike
2024-06-24,15759.84,4,Mountain Bike
2022-10-15,3950.98,1,Cruiser
2022-02-11,2767.28,2,Folding Bike
2021-10-09,13188.65,5,Cruiser
2021-01-12,241.89,1,BMX
2021-08-14,18619.5,5,Electric Bike
2023-07-15,18799.7,5,Folding Bike
2020-08-26,11292.32,4,Cruiser
2020-02-16,6412.66,2,Cruiser
2021-10-30,4897.2,1,Mountain Bike
2020-02-03,14233.28,4,Folding Bike
2020-11-27,2821.98,3,Hybrid Bike
2022-10-06,2154.95,5,Folding Bike
2020-08-03,15443.599999999999,5,Road Bike
2023-06-07,6516.92,2,Cruiser
2021-12-13,21143.25,5,BMX
2021-01-03,8859.6,5,Mountain Bike
2023-07-15,555.52,1,Hybrid Bike
2022-03-02,15874.08,4,Hybrid Bike
2021-05-09,8150.82,2,BMX
2022-12-20,9772.64,2,Electric Bike
2024-05-31,4079.0,5,Road Bike
2021-04-10,17513.3,5,Road Bike
2021-11-30,23180.6,5,Hybrid Bike
2023-09-07,9258.99,3,Cruiser
2021-07-18,7952.0,5,Cruiser
2022-08-24,16191.72,4,Mountain Bike
2023-05-13,1389.8,4,Hybrid Bike
2023-06-18,12577.85,5,Mountain Bike
2022-10-21,1299.03,3,Road Bike
2020-12-31,4857.99,1,Hybrid Bike
2022-03-04,2249.2,1,Hybrid Bike
2024-07-27,10461.45,5,Folding Bike
2022-12-04,24028.35,5,Electric Bike
2022-08-18,9138.93,3,Hybrid Bike
2024-03-28,8682.33,3,Cruiser
2023-04-27,3569.78,2,Folding Bike
2020-03-19,3913.14,2,BMX
2022-07-11,997.97,1,Electric Bike
2020-04-13,12312.05,5,Hybrid Bike
2022-08-06,3209.52,4,Mountain Bike
2021-06-15,3810.15,1,Road Bike
2020-12-08,2608.42,1,Electric Bike
2023-12-02,6828.99,3,Road Bike
2024-09-03,12231.27,3,Hybrid Bike
2024-05-22,9267.24,2,Cruiser
2022-11-01,3225.28,2,Cruiser
2023-04-12,5876.799999999999,5,Cruiser
2024-04-07,5094.33,3,Mountain Bike
2020-03-08,3045.76,4,Mountain Bike
2024-07-26,12807.4,4,Hybrid Bike
2020-02-04,11844.869999999999,3,BMX
2024-04-09,14060.45,5,BMX
2021-12-29,4377.299999999999,3,Folding Bike
2023-08-09,5605.950000000001,3,Road Bike
2023-09-01,4004.5199999999995,3,Road Bike
2023-11-21,6704.13,3,Hybrid Bike
2023-02-01,5909.66,2,Electric Bike
2021-12-11,5287.65,5,BMX
2020-11-21,4741.1,1,Cruiser
2023-06-27,3307.56,3,BMX
2023-08-12,5590.72,2,Electric Bike
2022-12-09,2387.56,2,BMX
2020-07-31,2039.45,1,Mountain Bike
2021-03-23,18851.2,4,Electric Bike
2021-08-05,11153.64,3,Electric Bike
2020-07-05,1464.43,1,Folding Bike
2020-02-10,10504.849999999999,5,Hybrid Bike
2020-12-14,1080.2,1,Folding Bike
2020-01-08,5899.2,4,Folding Bike
2021-03-16,6872.969999999999,3,Electric Bike
2020-09-29,2881.98,2,Hybrid Bike
2022-12-26,12258.65,5,Electric Bike
2023-10-11,2486.46,2,BMX
2020-06-05,8391.2,5,Road Bike
2024-07-02,559.88,2,Cruiser
2020-10-08,14659.829999999998,3,Hybrid Bike
2023-06-18,14876.099999999999,3,Cruiser
2023-04-08,997.1,2,Folding Bike
2024-07-19,3265.38,2,Hybrid Bike
2022-01-07,1261.04,1,BMX
2021-08-25,4049.94,2,Folding Bike
2021-12-20,2405.35,5,Mountain Bike
2023-05-27,8339.12,4,Road Bike
2023-01-18,9155.16,4,Electric Bike
2022-09-01,14592.9,5,Electric Bike
2023-11-26,12951.199999999999,5,Electric Bike
2020-10-12,3257.01,1,Hybrid Bike
2024-07-02,2540.57,1,Hybrid Bike
2023-03-31,9141.78,3,Hybrid Bike
2020-01-16,15305.0,4,Mountain Bike
2022-04-07,7208.65,5,Hybrid Bike
2023-07-03,4496.0,2,Cruiser
2021-08-05,24344.65,5,Mountain Bike
2020-04-29,769.67,1,Hybrid Bike
2023-10-12,13803.099999999999,5,Mountain Bike
2023-08-11,22503.649999999998,5,Cruiser
2024-03-29,20783.15,5,BMX
2020-10-06,2676.12,2,Folding Bike
2023-12-05,896.56,2,Folding Bike
2023-01-08,214.23,1,BMX
2022-09-01,10276.2,4,Cruiser
2022-06-13,8955.34,2,BMX
2020-06-21,9854.92,4,BMX
2020-05-05,18957.16,4,Road Bike
2023-03-09,952.72,1,Folding Bike
2024-06-10,17213.08,4,Cruiser
2020-05-24,7602.06,2,BMX
2024-02-09,1933.66,2,Electric Bike
2022-10-10,2874.25,1,Electric Bike
2021-10-24,1434.73,1,BMX
2020-06-08,3573.14,2,Hybrid Bike
2022-02-28,2530.82,1,Hybrid Bike
2021-05-16,3546.2,1,BMX
2022-03-10,2027.66,1,Electric Bike
2022-09-05,3865.68,3,Hybrid Bike
2021-08-30,7747.86,2,Folding Bike
2020-04-20,6956.58,3,Cruiser
2022-10-01,16491.600000000002,5,Road Bike
2023-08-23,6676.049999999999,3,Road Bike
2022-03-20,6675.12,2,BMX
2024-01-10,6523.36,2,Folding Bike
2020-10-08,9484.54,2,BMX
2022-06-13,3659.68,4,Road Bike
2022-06-12,6901.17,3,Road Bike
2022-08-12,11261.6,5,BMX
2023-11-20,3516.05,1,Electric Bike
2021-02-01,2742.57,3,Mountain Bike
2021-01-10,2784.8,2,BMX
2022-01-28,4788.78,1,Folding Bike
2021-01-31,1983.09,1,Hybrid Bike
2024-01-28,20693.850000000002,5,Folding Bike
2021-12-11,12391.349999999999,3,Cruiser
2024-08-10,2928.82,2,Road Bike
2024-02-07,3269.4,5,Electric Bike
2024-02-28,2220.78,2,BMX
2021-02-27,14761.439999999999,3,Folding Bike
2022-10-21,11685.32,4,Hybrid Bike
2021-05-20,15876.96,4,Road Bike
2021-01-28,9015.6,2,Hybrid Bike
2020-07-15,23870.7,5,Electric Bike
2024-03-24,871.14,2,Hybrid Bike
2020-04-30,8521.2,5,Cruiser
2022-07-01,5221.18,2,Mountain Bike
2021-01-10,7547.52,4,Folding Bike
2023-04-03,7809.96,4,Cruiser
2021-07-03,4974.09,3,BMX
2020-08-08,17534.08,4,Electric Bike
2024-08-21,7193.400000000001,5,Road Bike
2020-07-08,13761.96,4,BMX
2024-09-12,4787.0,5,Road Bike
2022-12-10,16601.04,4,Folding Bike
2020-03-26,14606.65,5,Mountain Bike
2020-07-24,9650.4,4,Cruiser
2023-02-20,19325.04,4,Road Bike
2020-11-29,3935.44,1,Cruiser
2020-04-27,1525.1499999999999,5,Cruiser
2022-11-16,11136.32,4,Mountain Bike
2023-09-16,10160.55,3,BMX
2023-04-02,1734.95,5,Electric Bike
2020-05-09,456.44,2,Road Bike
2023-08-11,10236.72,3,Mountain Bike
2023-04-12,12359.7,5,Cruiser
2024-07-23,6404.06,2,Road Bike
2024-05-19,12253.52,4,Mountain Bike
2022-04-14,11797.8,3,Electric Bike
2024-02-25,9926.52,3,Cruiser
2023-01-03,8952.150000000001,3,BMX
2020-10-02,4781.54,2,Road Bike
2023-12-19,3730.28,1,BMX
2020-12-12,10380.8,5,Mountain Bike
2020-02-29,9795.2,4,Road Bike
2020-03-27,7681.12,4,Road Bike
2023-07-08,9320.3,5,Electric Bike
2023-05-19,4461.21,1,Mountain Bike
2021-01-22,6554.02,2,Electric Bike
2022-02-28,7549.74,2,Hybrid Bike
2022-04-27,8221.75,5,BMX
2024-04-24,1061.39,1,Mountain Bike
2020-10-07,7566.35,5,Electric Bike
2021-11-20,18808.72,4,BMX
2021-07-21,6970.5,2,Cruiser
2021-10-27,12142.44,3,Road Bike
2020-08-28,657.24,3,Hybrid Bike
2020-10-14,3895.09,1,Cruiser
2023-01-07,1293.37,1,Folding Bike
2024-08-18,8454.599999999999,3,Electric Bike
2023-07-05,4291.72,4,BMX
2020-08-22,5646.96,3,Mountain Bike
2022-11-15,21317.25,5,BMX
2023-01-24,7624.98,3,Cruiser
2021-09-17,14433.2,4,Hybrid Bike
2022-10-20,5520.299999999999,3,BMX
2023-01-13,3268.22,2,Cruiser
2022-10-05,8311.24,2,Mountain Bike
2024-07-07,4553.43,1,BMX
2022-12-07,13964.579999999998,3,Hybrid Bike
2022-04-29,15181.56,4,Folding Bike
2020-02-06,18819.32,4,Mountain Bike
2020-01-30,12164.16,4,Mountain Bike
2022-02-01,2072.68,1,Road Bike
2020-01-02,3929.93,1,Cruiser
2024-09-21,2463.2,4,Mountain Bike
2022-03-07,17766.32,4,Electric Bike
2022-02-16,24724.8,5,Road Bike
2020-02-24,1980.69,3,BMX
2021-11-05,12636.21,3,Cruiser
2023-03-14,11857.52,4,Folding Bike
2023-12-10,2081.32,4,Electric Bike
2020-11-22,4399.96,2,Electric Bike
2020-02-10,3943.2,1,BMX
2021-04-23,7718.8,5,Road Bike
2022-08-02,8505.0,3,Electric Bike
2020-12-02,3021.75,1,Hybrid Bike
2022-07-20,19896.25,5,Road Bike
2024-05-07,21912.550000000003,5,Mountain Bike
2022-03-23,3316.53,1,Cruiser
2024-06-25,9976.8,4,Road Bike
2023-02-11,23549.5,5,Electric Bike
2021-02-12,949.76,4,Hybrid Bike
2023-08-31,9462.48,2,Cruiser
2022-05-22,8398.46,2,Cruiser
2022-10-12,17843.96,4,BMX
2021-12-04,6777.6,5,BMX
2022-12-09,4368.64,1,Road Bike
2024-04-07,3713.8,4,Hybrid Bike
2023-06-09,14231.76,4,Hybrid Bike
2021-02-28,17262.44,4,Folding Bike
2024-04-02,2611.14,1,Hybrid Bike
2022-03-24,6901.89,3,Folding Bike
2020-07-13,1843.92,3,Electric Bike
2020-09-06,5552.549999999999,3,BMX
2023-04-20,7419.5,5,Electric Bike
2023-08-13,6811.200000000001,3,Mountain Bike
2024-02-03,3656.63,1,Hybrid Bike
2022-07-02,470.38,1,Road Bike
2023-06-17,9580.98,2,Electric Bike
2024-06-04,2540.42,2,Hybrid Bike
2023-05-25,4198.7699999999995,3,Folding Bike
2023-03-03,9500.02,2,Folding Bike
2022-12-19,5926.7,5,Folding Bike
2020-01-09,2274.12,2,Folding Bike
2022-08-05,15323.599999999999,5,Electric Bike
2021-07-26,17918.16,4,BMX
2021-07-16,2647.14,2,BMX
2020-07-05,7182.94,2,BMX
2023-07-17,1706.44,4,Folding Bike
2023-11-14,2041.36,2,Electric Bike
2024-05-25,17602.2,5,Mountain Bike
2023-09-04,10841.52,3,BMX
2020-08-01,8644.08,2,Hybrid Bike
2021-11-03,6655.4,5,Mountain Bike
2022-01-24,12633.72,4,Folding Bike
2024-03-13,3026.73,3,Cruiser
2023-07-01,3747.54,1,Folding Bike
2024-01-09,3924.42,1,Hybrid Bike
2021-06-26,3320.8500000000004,3,Road Bike
2023-08-18,3449.15,1,Mountain Bike
2022-09-10,4261.6,4,Cruiser
2023-03-23,7703.4,4,BMX
2020-02-12,2128.2,5,Cruiser
2022-06-30,8144.73,3,Mountain Bike
2023-06-06,2540.52,3,Electric Bike
2021-12-23,10565.28,4,Electric Bike
2022-05-20,2782.12,2,Hybrid Bike
2020-04-22,1841.84,1,BMX
2020-10-30,2893.2,1,Road Bike
2022-01-16,5632.0,5,Cruiser
2021-12-31,13153.96,4,BMX
2023-09-27,640.83,3,Cruiser
2022-10-12,1363.95,5,BMX
2024-06-08,11641.96,4,Cruiser
2023-04-19,13945.95,5,Mountain Bike
2022-01-23,13557.27,3,Electric Bike
2023-05-22,13479.349999999999,5,Cruiser
2023-12-31,12721.7,5,Mountain Bike
2020-09-29,2104.35,5,Cruiser
2020-07-01,11736.66,3,Folding Bike
2023-01-19,1170.96,2,Folding Bike
2021-10-08,2326.17,3,Hybrid Bike
2021-08-28,12160.23,3,Electric Bike
2022-01-20,1780.12,1,Cruiser
2021-06-07,6082.45,5,Road Bike
2023-05-30,12947.22,3,Road Bike
2023-09-17,6297.16,4,Electric Bike
